	news_collected_time	news_title
31327	2015-03-16	Boston breaks snowfall records with 108.six inches The Spokesman-Evaluation
31328	2015-03-16	Real estate heir Robert Durst says he 'killed them all'
31329	2015-03-16	Putin says Russia was ready for nuclear confrontation over Crimea
31330	2015-03-16	'Monster' Cyclone Strikes a Heavy Toll in Vanuatu
31331	2015-03-16	Report: LAPD officers may have been targeted in shooting
31332	2015-03-16	Brazil pledges anti-corruption moves after 1 million hit streets
31333	2015-03-16	Arrested real estate heir Robert Durst caught saying he 'killed them all' in HBO documentary
31334	2015-03-16	Jeffrey Williams charged over Ferguson police officer shootings
31335	2015-03-16	Iran, United States resume nuclear talks in Lausanne
31336	2015-03-16	Putin orders snap military drill, doesn't show
31337	2015-03-16	Officials blame climate change as Vanuatu picks up the pieces after 'monster' storm
31338	2015-03-16	Candidates campaign in last day before Israeli vote
31339	2015-03-16	Brazil at risk of being brought to a halt - Xinhua
31340	2015-03-16	Iran, United States resume nuclear talks in Lausanne
31341	2015-03-16	Police arrest Missouri man, 20, in shooting of two officers in Ferguson
31342	2015-03-16	Vladimir Putin Puts 40000 Troops on Full Alert
31343	2015-03-16	Netanyahu at crossroads of making history or becoming history
31344	2015-03-16	Gowdy: No Benghazi probe by '16
31345	2015-03-16	Indian police release CCTV images of suspects in hunt for bandits who raped elderly nun
31346	2015-03-16	Robert Durst, arrested on murder charges, also allegedly spoke of killing his brother
31347	2015-03-16	Saudi prince warns Iran deal risks local arms race
31348	2015-03-16	'More than 100000' homeless in Vanuatu as president makes emotional plea for ...
31349	2015-03-16	Arrest Made in Ferguson Shooting
31350	2015-03-16	Russia Launches Massive Arctic Military Drills
31351	2015-03-16	Clinton's expected campaign brings display of peril, promise
31352	2015-03-16	5 things to know about Congress' budget debate
31353	2015-03-16	Tough turnaround for teams with Sunday conference championships
31354	2015-03-16	PHOTOS: Pakistanis mourn in wake of Taliban church attacks
31355	2015-03-16	Vanuatu president says nation must start anew after cyclone
31356	2015-03-16	Ferguson Suspect Said to Claim He Wasn't Firing at Police
31357	2015-03-16	Security averts several deaths in Lahore, hold Taliban suicide bombers on ...
31358	2015-03-16	James Carville Inadvertently Admits Hillary Clinton Used Private Email to Avoid Accountabilty and Oversight
31359	2015-03-16	Vladimir Putin launches Russian Arctic military drills
31360	2015-03-16	GOP to offer budget blueprint with Medicare, food stamp cuts
31361	2015-03-16	San Fernando Valley weather forecast: Still warm for Monday
31362	2015-03-16	Holcim calls a halt to Lafarge deal to revisit terms
31363	2015-03-16	As cyclone bore down, Vanuatu president, disaster officials left for conference
31364	2015-03-16	Putin set to appear in public after unexplained absence
31365	2015-03-16	Boston breaks seasonal snowfall record with 108.6 inches
31366	2015-03-16	Netanyahu era 'coming to an end,' says former ally Lapid
31367	2015-03-16	Malaysian Police Arrest Daughter of Jailed Opposition Leader
31368	2015-03-16	Police and Security deter Taliban suicide bomber from entering church; avert ...
31369	2015-03-16	Frozen treat wars: Dairy Queen giving free cones; Rita's next
31370	2015-03-16	Vanuatu Cyclone Pam: President appeals for 'immediate' help
31371	2015-03-16	The Plot Thins on the Clinton Scandal
31372	2015-03-16	Boston Breaks Seasonal Snowfall Record With 108.6 Inches
31373	2015-03-16	Dairy Queen is giving away ice cream
31374	2015-03-16	Pakistan Christians protest after deadly church blasts
31375	2015-03-16	Russia launches massive Arctic military drills
31376	2015-03-16	After Nurul Izzah's sedition arrest, watchdog says Putrajaya muzzling free speech
31377	2015-03-16	Did subject of HBO documentary really 'kill them all'?
31378	2015-03-16	Russia's Vladimir Putin makes first public appearance in 10 days
31379	2015-03-16	Clinton's expected campaign brings display of peril, promise
31380	2015-03-16	Republicans to lay out budget priorities
31381	2015-03-16	Accused in Ferguson police shooting says he was aiming for someone else
31382	2015-03-16	LA Police Seek One Of Their Own In Connection With Killing
31383	2015-03-16	Get your free cone at Dairy Queen today
31384	2015-03-16	Robert Durst murder case complicated by HBO's big role
31385	2015-03-16	Putin Reappears After 10-Day Absence, Looks Healthy
31386	2015-03-16	Cyclone rips through Vanuatu, death toll unknown
31387	2015-03-16	Underdog Isaac Herzog could be Israel's next prime minister
31388	2015-03-16	Boston Breaks Seasonal Snowfall Record
31389	2015-03-16	Ferguson Officials Arrest Suspect in Connection With Police Shooting Video
31390	2015-03-16	2 police officers wounded following gunfire in Los Angeles
31391	2015-03-16	Jeb Bush's email troubles grow more serious
31392	2015-03-16	Could Benjamin Netanyahu's Party Lose?
31393	2015-03-16	US, Iran work for nuclear pact as deadline approaches
31394	2015-03-16	ISIS Maintains Hold in Tikrit as Iraq Pauses Offensive
31395	2015-03-16	2 police officers wounded following gunfire in Los Angeles
31396	2015-03-16	Accused Ferguson shooter said he was aiming at someone else, authorities say
31397	2015-03-16	Vladimir Putin Admits to Weighing Nuclear Option During Crimea Conflict
31398	2015-03-16	We dare you not to smile: Free ice cream
31399	2015-03-16	Two Los Angeles police officers wounded by gunfire
31400	2015-03-16	Business leaders see peace boost if Netanyahu loses Israeli election
31401	2015-03-16	Salix Picks Sweeter $11 Billion Valeant Bid Over Endo Offer
31402	2015-03-16	House Speaker John Boehner Is Expected to Make a Big Announcement This Week About Hillary Clinton
31403	2015-03-16	Why the GOP 2016 Candidates are Racing to the Right
31404	2015-03-16	Kurds probe 2 possible Islamic State chemical weapon attacks
31405	2015-03-16	'The Jinx' finale, Robert Durst and documentaries as judge and jury
31406	2015-03-16	Israeli Candidates Make Last Appeals on Campaign's Final Day
31407	2015-03-16	Metropolitan Police probed over child abuse 'cover-up' claims
31408	2015-03-16	Search continues for gunmen who shot at two LAPD officers
31409	2015-03-16	Boston breaks seasonal snowfall record with 108.6 inches
31410	2015-03-16	Valeant sweetens deal for Salix to $11B
31411	2015-03-16	It Took 'Many Months' For 'The Jinx' Director Andrew Jarecki To Find Robert Durst Saying He 'Killed Them All'
31412	2015-03-16	Russia's Putin reappears after 10 day absence, laughs off 'gossip'
31413	2015-03-16	Dairy Queen #ConeWithMe: Get free ice cream and help your community
31414	2015-03-16	Aid Underway as Vanuatu Assesses Cyclone Damage
31415	2015-03-16	Netanyahu Visits Contentious Jerusalem Settlement on Last Day of Campaign
31416	2015-03-16	Ted Cruz Scares Little Girl: 'Your World Is on Fire'
31417	2015-03-16	Kerry Hints U.S. Ready to Walk Away as Iran Talks Resume
31418	2015-03-16	Man, 20, accused of shooting officers at Ferguson protest
31419	2015-03-16	Why faux Robert Durst film 'All Good Things,' with Ryan Gosling, wasn't very good
31420	2015-03-16	At Campaign Stop, Netanyahu Admits Jerusalem Settlement Was Strategic
31421	2015-03-16	Putin reappears after mystery absence
31422	2015-03-16	Two years after Snowden leaks, public split on government spying
31423	2015-03-16	President: Cyclone Devastation Forcing Vanuatu to Start Anew
31424	2015-03-16	Frozen treat wars? Dairy Queen giving free cones
31425	2015-03-16	Sunday snowfall puts Boston over top for record
31426	2015-03-16	CANADA STOCKS-Valeant helps push TSX higher despite drop in oil shares
31427	2015-03-16	Putin was ready for nuclear confrontation over Crimea
31428	2015-03-16	Dairy Queen offering free ice cream today: Find the DQ near you (map)
31429	2015-03-16	Cyclone Pam 'as frightening as the Blitz'
31430	2015-03-16	Jurors in Boston bombing trial see bullet-riddled boat
31431	2015-03-16	Conservative politicians compare Elton John's call for boycott on Dolce & Gabbana
31432	2015-03-16	Boston breaks seasonal snowfall record with 108.6 inches
31433	2015-03-16	Netanyahu, trailing in polls, tries to rally support day before Israeli elections
31434	2015-03-16	Russian President Vladimir Putin reappears after 11 days
31435	2015-03-16	NCAA Tournament: Whatever You Do, Don't Pick Kentucky
31436	2015-03-16	Vanuatu president: Cyclone Pam was 'a monster'
31437	2015-03-16	Dairy Queen #ConeWithMe: Get a free ice cream cone and help your community
31438	2015-03-16	Don't want NSA to spy on your email? 5 things you can do
31439	2015-03-16	'Every Email Was Reviewed': Hillary Clinton's Camp Clarifies Prior Email Claim
31440	2015-03-16	Netanyahu says no Palestinian state as long as he's prime minister
31441	2015-03-16	Missing Putin Storm Exposes Power Gap
31442	2015-03-16	First aid reaches islands hit by cyclone Pam
31443	2015-03-16	Did James Carville reveal secret behind Hillary Clinton's e-mails?
31444	2015-03-16	Ricky Martin joins Elton John call for Dolce & Gabbana boycott after 'synthetic children' remarks
31445	2015-03-16	2 police officers wounded following gunfire in Los Angeles
31446	2015-03-16	Just In: Boston Marathon bombing jury sees boat in which Tsarnaev was caught
31447	2015-03-16	Robert Durst: What You Need to Know About His Alleged Victim Susan Berman
31448	2015-03-16	International Media Hysterical Over Putin's Comment on Nuclear Readiness / Sputnik International
31449	2015-03-16	Ted Cruz: In 2017, GOP president will sign legislation 'repealing every word of Obamacare'
31450	2015-03-16	March Madness: Three things to know about NCAA tournament on Monday
31451	2015-03-16	concern for outlying villages
31452	2015-03-16	The clearest sign Obamacare is working
31453	2015-03-16	Potential Delay in Attorney General Confirmation
31454	2015-03-16	Don't want NSA to spy on your email? 5 things you can do
31455	2015-03-16	Robert Durst attorney: Potential new charges may delay extradition
31456	2015-03-16	Putin reappears after 10-day absence, looks healthy
31457	2015-03-16	Boston Marathon Bombing Trial: Cop Said Shootout Felt Like 'Hundreds of ...
31458	2015-03-16	Dolce & Gabbana is the latest brand to discover the perils of the marriage ...
31459	2015-03-16	Valeant comes out a winner after upping its Salix bid to $11.1 billion
31460	2015-03-16	Los Angeles rookie officer sought for questioning in killing
31461	2015-03-16	What Happened When Ted Cruz Told a 3 Year Old Girl the 'World's On Fire'
31462	2015-03-16	NCAA Bracket Pool 2015: Rise of the Machines
31463	2015-03-16	Police recall chaotic gunfight with accused Boston bombers
31464	2015-03-16	Rand Paul Has Voters' Ears, but the Challenge Is Their Hearts
31465	2015-03-16	Uninsured Rate Down 35% Since Health Law Was Enacted
31466	2015-03-16	Gabbana once asked female friend to have his baby
31467	2015-03-16	Ferguson Cop-Shooter Jeffrey Williams: I Was Aiming At Some Other Guys
31468	2015-03-16	Israel election live blog / Livni gives up power-sharing deal with Herzog - Israel election 2015 - Israel News
31469	2015-03-16	Ferguson Protest Leader Claims Cop Shooter Was 'Set Up' By Police [VIDEO]
31470	2015-03-16	Oil Prices Fall to Six-Year Intraday Low
31471	2015-03-16	Quit Your Bracket Pool and Have More Fun This March
31472	2015-03-16	Robert Durst was armed when arrested in murder of associate
31473	2015-03-16	Jurors in Marathon bombing trial view boat where Tsarnaev was captured
31474	2015-03-16	Battle for GOP nomination heats up in New Hampshire between Bush, Walker
31475	2015-03-16	Rand Paul's Disruptive SXSW Adventure
31476	2015-03-16	Oil plunges to a 6-year low; is $30 a barrel next?
31477	2015-03-16	London Police Face 14 New Investigations into Corruption to Cover Up Child Sex Abuse
31478	2015-03-16	Clinton lunches with New York Irish, and Gerry Adams
31479	2015-03-16	Police describe battling Boston Marathon bombers in escape attempt
31480	2015-03-16	New Obamacare numbers: 16.4 million covered
31481	2015-03-16	Dolce and Gabbana dig in deeper over “children of chemistry”
31482	2015-03-16	Police: Suspect arrested in shooting of two officers in Ferguson
31483	2015-03-16	Clinton spotlights Irish history
31484	2015-03-16	Ted Cruz did not scare my 3-year-old, says N.H. mom Michelle Trant
31485	2015-03-16	Vegas View: Kentucky favored by at least 5.5 over any team
31486	2015-03-16	Cops Recall Deadly Shootout with Boston Bombing Suspects
31487	2015-03-16	Don't want NSA to spy on your email? 5 things you can do
31488	2015-03-16	Tim Tebow works out for the Philadelphia Eagles
31489	2015-03-16	What Netanyahu's Palestinian state comments mean for Obama
31490	2015-03-16	Is Robert Durst's alleged confession admissible in court?
31491	2015-03-16	Where's Kevin Ware? And Other 2015 NCAA Tournament Observations
31492	2015-03-16	UN says 24 dead and 3300 displaced in Vanuatu cyclone
31493	2015-03-16	'Obamacare' cuts uninsured rate by more than a third
31494	2015-03-16	Glut of Oil Pushes US Crude Prices to 6-Year Low
31495	2015-03-16	Millionaire Robert Durst faces murder charge after broadcast
31496	2015-03-16	Clinton touts women at Irish America Hall of Fame induction
31497	2015-03-16	Foreign Affairs trying to contact 29 Canadians in cyclone-hit Vanuatu
31498	2015-03-16	Dolce & Gabbana fire back at Elton John
31499	2015-03-16	Updated: Nation's uninsured population drops more than 7 percentage points
31500	2015-03-16	LAPD Officer Arrested for Allegedly Smuggling a Man Across the Border
31501	2015-03-16	Armour: Not-so scientific tips to picking NCAA bracket
31502	2015-03-16	Why Robert Durst's “Killed Them All” Confession Won't Work in Court
31503	2015-03-16	What Happened When Ted Cruz Told Girl, 3, the 'World's on Fire'
31504	2015-03-16	New Hampshire Visit Offers Glimpse Into Possible Walker, Bush Rivalry
31505	2015-03-16	Hillary Clinton says peace processes must involve women to succeed
31506	2015-03-16	March Madness: Watch the NCAA tournament without cable TV
31507	2015-03-16	Dolce and Gabbana accuse Elton John of being ignorant and hypocritical in row over IVF babies
31508	2015-03-16	Tim Tebow works out for Eagles
31509	2015-03-16	Who was Susan Berman? A look at Robert Durst's late friend
31510	2015-03-16	Honor from Irish America Hall of Fame a welcome respite for Hillary Clinton
31511	2015-03-16	March Madness memories flood Orlando Magic players this time of year
31512	2015-03-16	Will Crude Oil Prices and Services Bottom With A USDCAD Top?
